danceability,playlist_genre,valence,track_artist,track_popularity,track_album_name,track_id,track_name,track_album_release_date,instrumentalness,acousticness
0.357,pop,0.27,Conan Gray,83,Kid Krow,4xqrdfXkTW4T0RauPLv3WA,Heather,2020-03-20,0.0,0.584
0.601,pop,0.441,Justin Bieber,83,Justice,6I3mqTwhRpn34SLVafSH7G,Ghost,2021-03-19,2.91e-05,0.185
0.742,pop,0.879,Maroon 5,83,V,4gbVRS8gloEluzf0GzDOFc,Maps,2014-09-02,0.0,0.0205
0.614,pop,0.201,Ed Sheeran,84,x (Deluxe Edition),1HNkqx9Ahdgi1Ixy2xkKkL,Photograph,2014-06-21,0.000464,0.607
0.752,pop,0.755,Shawn Mendes,82,Handwritten,5jsw9uXEGuKyJzs0boZ1bT,Stitches,2015-04-14,0.0,0.0151
0.209,pop,0.124,Coldplay,82,X&Y,7LVHVU3tWfcxj5aiPFEW4Q,Fix You,2005-06-07,0.00196,0.164
0.712,pop,0.67,Luke Combs,82,Gettin' Old,1Lo0QY9cvc8sUB2vnIOxDT,Fast Car,2023-03-24,0.0,0.186
0.459,pop,0.183,Lewis Capaldi,81,Divinely Uninspired To A Hellish Extent (Extended Edition),2gMXnyrvIjhVBUZwvLZDMP,Before You Go,2019-11-22,0.0,0.608
0.633,pop,0.49,Taylor Swift,81,Midnights,0V3wPSX9ygBnCm8psDIegu,Anti-Hero,2022-10-21,2.62e-06,0.121
0.585,pop,0.427,Avril Lavigne,81,Let Go,5xEM5hIgJ1jjgcEBfpkt2F,Complicated,2002-06-04,7.74e-06,0.0572
0.449,pop,0.212,Coldplay,81,Mylo Xyloto,6nek1Nin9q48AVZcWs9e9D,Paradise,2011-10-24,8.75e-05,0.0509
0.775,pop,0.595,Maroon 5,82,JORDI (Deluxe),4cktbXiXOapiLBMprHFErI,Memories,2021-06-11,0.0,0.841
0.781,pop,0.591,Ed Sheeran,81,x (Deluxe Edition),34gCuhDGsG4bRPIf9bb02f,Thinking out Loud,2014-06-21,0.0,0.474
0.481,pop,0.497,Train,80,Drops Of Jupiter,2hKdd3qO7cWr2Jo0Bcs0MA,Drops of Jupiter (Tell Me),2001-03-27,0.0,0.153
0.671,pop,0.775,Dua Lipa,80,Dance The Night (From Barbie The Album),1vYXt7VSjH9JIM5oRRo7vA,Dance The Night - From Barbie The Album,2023-05-25,0.0,0.0207
0.704,pop,0.825,OneRepublic,79,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",4h9wh7iOZ0GGn8QVp4RAOB,I Ain't Worried,2022-05-13,0.000745,0.0826
0.674,pop,0.552,P!nk,79,The Truth About Love,1jF7IL57ayN4Ity3jQqGu0,Try,2012-09-18,0.0,0.00144
0.712,pop,0.809,Maroon 5,82,Songs About Jane: 10th Anniversary Edition,6ECp64rv50XVz93WvxXMGF,This Love,2002,0.0,0.0525
0.765,pop,0.34,Lukas Graham,79,Lukas Graham,5kqIPrATaCc2LqxVWzQGbk,7 Years,2016-04-01,0.0,0.287
0.449,pop,0.543,Giveon,79,TAKE TIME,3FAJ6O0NOHQV8Mc5Ri6ENp,Heartbreak Anniversary,2020-03-27,1.02e-06,0.524
0.796,pop,0.942,"Elton John, Dua Lipa, PNAU",79,Cold Heart (PNAU Remix),6zSpb8dQRaw0M1dK8PBwQz,Cold Heart - PNAU Remix,2021-08-13,4.19e-05,0.034
0.63,pop,0.417,"Meghan Trainor, John Legend",78,Title (Deluxe),2YlZnw2ikdb837oKMKjBkW,Like I'm Gonna Lose You (feat. John Legend),2015-01-09,0.0,0.4
0.551,pop,0.342,"Stephen Sanchez, Em Beihold",78,Until I Found You (Em Beihold Version),1Y3LN4zO1Edc2EluIoSPJN,Until I Found You (with Em Beihold) - Em Beihold Version,2022-04-22,0.0,0.777
0.651,pop,0.465,Maroon 5,80,Songs About Jane: 10th Anniversary Edition,4llK75pXNWZz6KAho2Gp16,She Will Be Loved - Radio Mix,2002,0.0,0.228
0.677,pop,0.195,Niall Horan,78,Flicker (Deluxe),0qvzXomUDJVaUboy2wMfiS,This Town,2017-10-20,0.0,0.712
0.85,pop,0.915,Paul Russell,78,Lil Boo Thang,0cVyQfDyRnMJ0V3rjjdlU3,Lil Boo Thang,2023-08-18,0.0,0.152
0.591,pop,0.478,"The Kid LAROI, Justin Bieber",78,STAY (with Justin Bieber),5HCyWlXZPP0y6Gqq8TgA20,STAY (with Justin Bieber),2021-07-09,0.0,0.0383
0.597,pop,0.537,"Ariana Grande, Justin Bieber",78,Stuck with U,4HBZA5flZLE435QTztThqH,Stuck with U (with Justin Bieber),2020-05-08,0.0,0.223
0.621,pop,0.452,Bruno Mars,78,Doo-Wops & Hooligans,6SKwQghsR8AISlxhcwyA9R,Marry You,2010-05-11,0.0,0.332
0.681,pop,0.231,Calum Scott,78,Only Human (Deluxe),2BOqDYLOJBiMOXShCV1neZ,Dancing On My Own,2018-03-09,3.35e-05,0.837
0.752,pop,0.533,Halsey,78,Manic,6FZDfxM3a3UCqtzo5pxSLZ,Without Me,2020-01-17,9.2e-06,0.293
0.721,pop,0.637,"Marshmello, Jonas Brothers",77,Leave Before You Love Me,4qu63nuBpdn0qHUHuObEj1,Leave Before You Love Me (with Jonas Brothers),2021-05-21,4.41e-06,0.00226
0.673,pop,0.536,American Authors,77,"Oh, What A Life",5Hroj5K7vLpIG4FNCRIjbP,Best Day Of My Life,2014-01-01,0.000227,0.0591
0.748,pop,0.884,Maroon 5,78,V,2iuZJX9X9P0GKaE93xcPjk,Sugar,2014-09-02,0.0,0.0591
0.753,pop,0.437,"Zedd, Maren Morris, Grey",76,The Middle,09IStsImFySgyp0pIQdqAc,The Middle,2018-01-23,0.0,0.171
0.516,pop,0.0993,Selena Gomez,76,Rare,4l0Mvzj72xxOpRrp6h8nHi,Lose You To Love Me,2020-01-10,0.0,0.55
0.601,pop,0.244,"Mark Ronson, Miley Cyrus",76,Late Night Feelings,02dRkCEc8Q5ch4TTcnLxOn,Nothing Breaks Like a Heart (feat. Miley Cyrus),2019-06-21,1.36e-06,0.00987
0.492,pop,0.488,Morgan Wallen,76,3 Songs At A Time Sampler,59uQI0PADDKeE6UZDTJEe8,Last Night,2023-01-31,0.0,0.413
0.674,pop,0.337,Lorde,76,Pure Heroine,2dLLR6qlu5UJ5gk0dKz0h3,Royals,2013-09-27,0.0,0.12
0.638,pop,0.225,Leona Lewis,75,Spirit,7wZUrN8oemZfsEd1CGkbXE,Bleeding Love,2007,0.0,0.188
0.56,pop,0.268,Vanessa Carlton,75,Be Not Nobody,4w1lzcaoZ1IC2K5TwjalRP,A Thousand Miles,2002-04-30,0.0,0.323
0.627,pop,0.415,Taylor Swift,75,Fearless (Taylor's Version),6YvqWjhGD8mB5QXcbcUKtx,Love Story (Taylor’s Version),2021-04-09,3.97e-06,0.13
0.759,pop,0.75,"Shawn Mendes, Camila Cabello",75,Señorita,0TK2YIli7K1leLovkQiNik,Señorita,2019-06-21,0.0,0.037
0.515,pop,0.572,Katy Perry,74,Teenage Dream: The Complete Confection,5JLv62qFIS1DR3zGEcApRt,Wide Awake,2012-03-12,2.64e-06,0.0749
0.703,pop,0.712,Jason Mraz,74,We Sing. We Dance. We Steal Things.,1EzrEOXmMH3G43AXT1y7pA,I'm Yours,2008-05-12,0.0,0.559
0.558,pop,0.371,The Calling,74,Camino Palmero,5QpaGzWp0hwB5faV8dkbAz,Wherever You Will Go,2001,0.0,0.0367
0.864,pop,0.72,"Gotye, Kimbra",74,Making Mirrors,4wCmqSrbyCgxEXROQE6vtV,Somebody That I Used To Know,2011-01-01,0.000133,0.591
0.482,pop,0.144,Alicia Keys,74,Girl on Fire (Remixes) - EP,4esOae7i4rqTbAu9o5Pxco,Girl on Fire,2012-11-18,0.00106,0.135
0.694,pop,0.799,Amy Winehouse,74,Back To Black (Deluxe Edition),0DMRKqrpd0QO4RWiEdMib0,You Know I'm No Good,2006,0.00351,0.0137
0.553,pop,0.443,Dean Lewis,74,Be Alright,3EPXxR3ImUwfayaurPi3cm,Be Alright,2018-06-29,0.0,0.697
0.52,pop,0.652,BANNERS,74,Where The Shadow Ends,2f0pn9DkEJwAzXApnFh5cr,Someone To You,2019-10-04,0.0,0.00517
0.459,pop,0.271,Duncan Laurence,73,Arcade,1Xi84slp6FryDSCbzq4UCD,Arcade,2019-03-07,0.00104,0.817
0.564,pop,0.33,Rachel Platten,73,Wildfire,37f4ITSlgPX81ad2EvmVQr,Fight Song,2016-01-01,0.0,0.0549
0.719,pop,0.591,Katy Perry,73,Teenage Dream,5jzKL4BDMClWqRguW5qZvh,Teenage Dream,2010-01-01,2.34e-06,0.0162
0.491,pop,0.193,P!nk,72,Beautiful Trauma,0Qh38w01QRXK6KHIv0e3hb,What About Us,2017-10-13,2.01e-06,0.0281
0.5,pop,0.419,Imagine Dragons,72,Night Visions,3LlAyCYU26dvFZBDUIMb7a,Demons,2012-09-04,0.00025,0.19
0.286,pop,0.278,Forest Blakk,72,If You Love Her,727Z2S2mtNH46CbP9EWPwY,If You Love Her,2020-09-30,0.0,0.355
0.728,pop,0.455,Julia Michaels,72,Nervous System,7vu0JkJh0ldukEYbTVcqd0,Issues,2017-07-28,0.0,0.401
0.494,pop,0.0797,Lauren Daigle,72,Look Up Child,6Up545NUflOiXo8cEraH49,You Say,2018-09-07,0.0,0.682
0.464,pop,0.604,"JP Saxe, Julia Michaels",72,If the World Was Ending (feat. Julia Michaels),2kJwzbxV2ppxnQoYw4GLBZ,If the World Was Ending (feat. Julia Michaels),2019-10-17,0.0,0.866
0.508,pop,0.472,Beyoncé,71,I AM...SASHA FIERCE,4JehYebiI9JE8sR8MisGVb,Halo,2008-11-17,0.0,0.272
0.378,pop,0.735,"fun., Janelle Monáe",71,Some Nights,7a86XRg84qjasly9f6bPSD,We Are Young (feat. Janelle Monáe),2012-02-21,7.66e-05,0.02
0.644,pop,0.167,Alicia Keys,71,As I Am (Expanded Edition),6IwKcFdiRQZOWeYNhUiWIv,No One,2007-11-09,8.85e-06,0.0209
0.49,pop,0.335,Amy Winehouse,70,Back To Black,30FURVTCpbKyykjSEQzGkH,Back To Black,2006-10-27,2.68e-05,0.123
0.654,pop,0.43,"Dan + Shay, Justin Bieber",70,"10,000 Hours (with Justin Bieber)",2wrJq5XKLnmhRXHIAf9xBa,"10,000 Hours (with Justin Bieber)",2019-10-04,0.0,0.153
0.398,pop,0.174,Andra Day,70,Cheers to the Fall,0tV8pOpiNsKqUys0ilUcXz,Rise Up,2015-08-28,0.0,0.805
0.666,pop,0.758,Katy Perry,70,Teenage Dream: The Complete Confection,6yARPLK0PV4heEyh7pVMGz,Part Of Me,2012-01-01,0.0,0.000348
0.349,pop,0.0886,Christina Perri,69,lovestrong.,0HZhYMZOcUzZKSFwPOti6m,jar of hearts,2011-05-10,0.0,0.726
0.399,pop,0.572,Sia,69,1000 Forms Of Fear (Deluxe Version),2s1sdSqGcKxpPr5lCl7jAV,Chandelier,2015-05-04,6.07e-05,0.0197
0.6,pop,0.0682,Zoe Wees,69,Control,50Td3qilgs8BLtv8mHyT1t,Control,2020-03-13,1.48e-06,0.643
0.726,pop,0.867,Bruno Mars,89,Unorthodox Jukebox,3w3y8KPTfNeOKPiqUTakBh,Locked out of Heaven,2012-12-07,0.0,0.049
0.679,pop,0.486,"The Weeknd, Daft Punk",87,Starboy,7MXVkk9YMctZqd1Srtv4MB,Starboy,2016-11-25,6.35e-06,0.141
0.908,pop,0.662,Eminem,86,The Eminem Show,7lQ8MOhq6IN2w8EYcFNSUk,Without Me,2002-05-26,0.0,0.00286
0.825,pop,0.931,Ed Sheeran,86,÷ (Deluxe),7qiZfU4dY1lWllzX7mPBI3,Shape of You,2017-03-03,0.0,0.581
0.671,pop,0.53,"Pitbull, AFROJACK, Ne-Yo, Nayer",84,Planet Pit (Deluxe Version),4QNpBfC0zvjKqPJcyqBy9W,Give Me Everything (feat. Nayer),2011-06-17,0.0,0.191
0.573,pop,0.876,a-ha,84,Hunting High and Low,2WfaOiMkCvy7F5fcp2zZ8L,Take on Me,1985-06-01,0.00125,0.018
0.778,pop,0.758,"Shakira, Wyclef Jean",84,"Oral Fixation, Vol. 2 (Expanded Edition)",3ZFTkvIE7kyPt6Nu3PEa7V,Hips Don't Lie (feat. Wyclef Jean),2005-11-28,0.0,0.284
0.894,pop,0.583,"USHER, Lil Jon, Ludacris",84,Confessions (Expanded Edition),5rb9QrpfcKFHM1EUbSIurX,Yeah! (feat. Lil Jon & Ludacris),2004-03-23,0.0,0.0183
0.578,pop,0.619,WALK THE MOON,83,TALKING IS HARD,4kbj5MwxO1bq9wjT5g9HaA,Shut Up and Dance,2014-12-02,0.0,0.00701
0.532,pop,0.794,Bon Jovi,83,Slippery When Wet,37ZJ0p5Jm13JPevGcx4SkF,Livin' On A Prayer,1986-08-16,0.000206,0.0778
0.532,pop,0.643,Avicii,83,True,0nrRP2bk19rLc0orkWPQk2,Wake Me Up,2013-01-01,0.0012,0.0038
0.774,pop,0.924,Britney Spears,83,In The Zone,6I9VzXrHxO9rA9A5euc8Ak,Toxic,2003-11-13,0.025,0.0249
0.692,pop,0.875,"Eurythmics, Annie Lennox, Dave Stewart",83,Sweet Dreams (Are Made Of This),1TfqLAPs4K3s2rJMoCokcS,Sweet Dreams (Are Made of This) - 2005 Remaster,1983-01-04,0.0,0.225
0.755,pop,0.714,Kesha,83,Animal (Expanded Edition),0HPD5WQqrq7wPWR7P7Dw1i,TiK ToK,2010-01-01,0.0,0.0991
0.655,pop,0.409,Justin Bieber,83,Purpose (Deluxe),09CtPGIpYB4BrO8qb1RGsF,Sorry,2015-11-13,0.0,0.0797
0.543,pop,0.754,ABBA,82,Arrival,0GjEhVFGZW8afUYGChu3Rr,Dancing Queen,1976,0.000939,0.358
0.646,pop,0.418,"Calvin Harris, Ellie Goulding",82,Motion,7MmG8p0F9N3C4AXdK6o6Eb,Outside (feat. Ellie Goulding),2014-10-31,0.0,0.213
0.729,pop,0.765,"Timbaland, Keri Hilson, D.O.E.",82,Shock Value,2bLqfJjuC5syrsgDsZfGmn,The Way I Are,2007-01-01,0.75,0.181
0.581,pop,0.788,"Pitbull, Kesha",82,Global Warming: Meltdown (Deluxe Version),3cHyrEgdyYRjgJKSOiOtcS,Timber,2012,0.0,0.0295
0.527,pop,0.654,Avicii,82,The Days / Nights,0ct6r3EGTcMLPtrXHDvVjc,The Nights,2014-01-01,0.0,0.0166
0.663,pop,0.654,"USHER, Pitbull",81,Raymond v Raymond (Expanded Edition),4356Typ82hUiFAynbLYbPn,DJ Got Us Fallin' In Love (feat. Pitbull),2010-03-30,0.0,0.0338
0.759,pop,0.907,Britney Spears,81,...Baby One More Time (Digital Deluxe Version),3MjUtNVVq3C8Fn0MP3zhXa,...Baby One More Time,1999-01-12,0.000131,0.202
0.843,pop,0.613,Outkast,81,Stankonia,0I3q5fE6wg7LIfHGngUTnV,Ms. Jackson,2000-10-31,0.0,0.143
0.851,pop,0.774,Lady Gaga,81,The Fame,1QV6tiMFM6fSOKOGLMHYYg,Poker Face,2008-01-01,1.72e-06,0.119
0.721,pop,0.724,"Pitbull, Ne-Yo",82,Globalization,2bJvI42r8EF3wxjOuDav4r,Time of Our Lives,2014-11-21,0.0,0.0921
0.596,pop,0.743,Calvin Harris,81,Motion,6YUTL4dYpB9xZO5qExPf05,Summer,2014-10-31,0.0178,0.0211
0.709,pop,0.867,Whitney Houston,81,Whitney,2tUBqZG2AbRi7Q0BIrVrEj,I Wanna Dance with Somebody (Who Loves Me),1987-06-02,0.000307,0.207
0.533,pop,0.425,"The Chainsmokers, Daya",80,Don't Let Me Down,1i1fxkWeaMmKEB4T7zqbzK,Don't Let Me Down,2016-02-05,0.00538,0.156
0.788,pop,0.382,Britney Spears,80,Blackout,6ic8OlLUNEATToEFU3xmaH,Gimme More,2007-10-25,0.000678,0.25
0.818,pop,0.632,Bruno Mars,80,24K Magic,6b8Be6ljOzmkOmFslEb23P,24K Magic,2016-11-17,0.0,0.034
0.71,pop,0.725,Cyndi Lauper,80,She's So Unusual,4y1LsJpmMti1PfRQV9AWWe,Girls Just Want to Have Fun,1983-10-14,0.000602,0.22
0.509,pop,0.774,Bryan Adams,80,Reckless (30th Anniversary / Deluxe Edition),0GONea6G2XdnHWjNZd6zt3,Summer Of '69,1984-11-05,0.0,0.0183
0.646,pop,0.796,"Gym Class Heroes, Adam Levine",80,The Papercut Chronicles II,0qOnSQQF0yzuPWsXrQ9paz,Stereo Hearts (feat. Adam Levine),2011-11-11,0.0,0.0319
0.782,pop,0.66,Carly Rae Jepsen,80,Kiss,20I6sIOMTCkB6w7ryavxtO,Call Me Maybe,2012-01-01,2.28e-06,0.0114
0.742,pop,0.463,"Sean Paul, Dua Lipa",80,Mad Love The Prequel,48QmG1dfvMuYLxMPt7KSRA,No Lie,2018-06-29,0.0,0.0466
0.604,pop,0.301,"David Guetta, Sia",80,Nothing but the Beat (Ultimate Edition),0TDLuuLlV54CkRRUOahJb4,Titanium (feat. Sia),2012-12-07,0.15,0.0679
0.967,pop,0.964,"Justin Timberlake, Timbaland",80,FutureSex/LoveSounds,0O45fw2L5vsWpdsOdXwNAR,SexyBack (feat. Timbaland),2006-09-12,0.0,0.0584
0.744,pop,0.61,Black Eyed Peas,80,THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version],4kLLWz7srcuLKA7Et40PQR,I Gotta Feeling,2009-01-01,0.0,0.0873
0.845,pop,0.793,Justin Bieber,79,Purpose (Deluxe),4B0JvthVoAAuygILe3n4Bs,What Do You Mean?,2015-11-13,0.00142,0.59
0.834,pop,0.547,Rihanna,79,Good Girl Gone Bad: Reloaded,0ByMNEPAPpOR5H69DVrTNy,Don't Stop The Music,2008-06-02,7.18e-05,0.0341
0.768,pop,0.891,Spice Girls,79,Spice,1Je1IMUlBXcx1Fz0WE7oPT,Wannabe,1996-01-01,0.0,0.101
0.722,pop,0.624,"Maroon 5, Christina Aguilera",79,Hands All Over (Revised International Standard version),7pYfyrMNPn3wtoCyqcTVoI,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",2010,0.0,0.0119
0.751,pop,0.894,Britney Spears,79,Oops!... I Did It Again,6naxalmIoLFWR0siv8dnQQ,Oops!...I Did It Again,2000-05-16,1.77e-05,0.3
0.5,pop,0.623,Soft Cell,79,Non-Stop Erotic Cabaret,0cGG2EouYCEEC3xfa0tDFV,Tainted Love,1981,0.0,0.462
0.822,pop,0.745,"Lady Gaga, Colby O'Donis",79,The Fame,1dzQoRqT5ucxXVaAhTcT0J,Just Dance,2008-01-01,4.28e-05,0.0264
0.414,pop,0.348,"Calvin Harris, John Newman",79,Motion,07nH4ifBxUB4lZcsf44Brn,Blame (feat. John Newman),2014-10-31,0.00574,0.0287
0.613,pop,0.755,"50 Cent, Olivia",78,The Massacre,5D2mYZuzcgjpchVY1pmTPh,Candy Shop,2005-03-03,3.13e-05,0.0253
0.749,pop,0.536,ABBA,78,Voulez-Vous,3vkQ5DAB1qQMYO4Mr9zJN6,Gimme! Gimme! Gimme! (A Man After Midnight),1979,0.00899,0.02
0.612,pop,0.438,"Swedish House Mafia, John Martin",78,Don't You Worry Child,2V65y3PX4DkRhy1djlxd9p,Don't You Worry Child - Radio Edit,2012-09-14,0.0,0.112
0.636,pop,0.636,"Robin Schulz, Francesco Yates",78,Sugar,5tf1VVWniHgryyumXyJM7w,Sugar (feat. Francesco Yates),2015-09-25,0.0,0.0185
0.892,pop,0.817,Justin Timberlake,78,Justified,1AWQoqb9bSvzTjaLralEkT,Rock Your Body,2002-11-04,0.000234,0.201
0.707,pop,0.717,Rihanna,78,Good Girl Gone Bad: Reloaded,2VOomzT6VavJOGBeySqaMc,Disturbia,2008-06-02,0.0,0.0861
0.652,pop,0.459,Cher,78,Believe,2goLsvvODILDzeeiT4dAoR,Believe,1998,0.0,0.0082
0.729,pop,0.777,"Elton John, Kiki Dee",78,Rock Of The Westies,7HW5WIw7ZgZORCzUxv5gW5,Don't Go Breaking My Heart,1975-10-24,2.87e-06,0.149
0.766,pop,0.964,Kylie Minogue,78,Fever,3E7ZwUMJFqpsDOJzEkBrQ7,Can't Get You out of My Head,2001-10-01,0.683,0.0263
0.951,pop,0.822,Sean Paul,78,The Trinity,0k2GOhqsrxDTAbFFSdNJjT,Temperature,2005-09-26,0.0,0.106
0.503,pop,0.529,"Disclosure, Sam Smith",78,Settle (Special Edition),51ODNNDZm21HU7wI7cccRr,Latch,2013-06-03,7.98e-05,0.0159
0.579,pop,0.613,Avicii,78,Stories,2P4OICZRVAQcYAV2JReRfj,Waiting For Love,2015-10-02,0.0,0.31
0.73,pop,0.575,"Jennifer Lopez, Pitbull",78,Love?,3C0nOe05EIt1390bVABLyN,On The Floor,2011-04-29,0.000486,0.105
0.554,pop,0.813,Dolly Parton,78,9 To 5 And Odd Jobs,4w3tQBXhn5345eUXDGBWZG,9 to 5,1980,1.54e-06,0.416
0.911,pop,0.969,Mary J. Blige,78,No More Drama,3aw9iWUQ3VrPQltgwvN9Xu,Family Affair,2001-08-28,4.35e-05,0.133
0.647,pop,0.942,Taylor Swift,78,1989 (Deluxe),0cqRj7pUJDkTCEsJkx8snD,Shake It Off,2014-01-01,0.0,0.0647
0.779,pop,0.499,Rihanna,78,Music Of The Sun,4TsmezEQVSZNNPv5RJ65Ov,Pon de Replay,2005-08-29,0.000766,0.000155
0.72,pop,0.869,Modjo,77,Modjo (Remastered),49X0LAl6faAusYq02PRAY6,Lady - Hear Me Tonight,2001,0.0293,0.00793
0.798,pop,0.858,Ace of Base,77,The Sign,6kWJvPfC4DgUpRsXKNa9z9,All That She Wants,1993-12-24,7.98e-05,0.00547
0.608,pop,0.437,"Flo Rida, Sia",77,Wild Ones,1NpW5kyvO4XrNJ3rnfcNy3,Wild Ones (feat. Sia),2012-06-22,0.0,0.0991
0.794,pop,0.862,"Daft Punk, Pharrell Williams, Nile Rodgers",77,Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],2Foc5Q5nqNiosCNqttzHof,Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],2013-04-19,1.07e-06,0.0426
0.584,pop,0.464,Avicii,77,Levels,5UqCQaDshqbIk3pkhy4Pjg,Levels - Radio Edit,2011-10-28,0.828,0.0462
0.92,pop,0.847,Michael Jackson,77,Thriller 25 Super Deluxe Edition,5ChkMS8OtdzJeqyybCc9R5,Billie Jean,2008-02-08,0.0153,0.0236
0.673,pop,0.542,"Pitbull, Christina Aguilera",77,Global Warming: Meltdown (Deluxe Version),0Hf4aIJpsN4Os2f0y0VqWl,Feel This Moment (feat. Christina Aguilera),2012,0.0,0.039
0.535,pop,0.901,Joan Jett & the Blackhearts,77,I Love Rock 'N' Roll (Expanded Edition),2Cdvbe2G4hZsnhNMKyGrie,I Love Rock 'N Roll,1981-11-18,0.0,0.326
0.646,pop,0.681,"Beyoncé, JAY-Z",77,Dangerously In Love,5IVuqXILoxVWvWEPm82Jxr,Crazy In Love (feat. Jay-Z),2003-06-24,0.0,0.00249
0.631,pop,0.465,"Calvin Harris, Rihanna",77,This Is What You Came For,0azC730Exh71aQlOt9Zj3y,This Is What You Came For,2016-04-29,0.119,0.199
0.641,pop,0.847,"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",76,The Heist,3bidbhpOYeV4knp8AIu8Xn,Can't Hold Us (feat. Ray Dalton),2012-10-09,0.0,0.0291
0.747,pop,0.751,Nicki Minaj,76,Pink Friday: Roman Reloaded The Re-Up (Explicit Version),2EBCVPNAG46nbgs6jXPGvv,Starships,2012-01-01,0.0,0.135
0.867,pop,0.67,"Blackstreet, Dr. Dre, Queen Pen",76,Another Level,6MdqqkQ8sSC0WB4i8PyRuQ,No Diggity,1996-09-09,0.0,0.303
0.597,pop,0.944,Katrina & The Waves,76,Katrina & The Waves,05wIrZSwuaVWhcv5FfqeH0,Walking On Sunshine,1985,0.166,0.0119
0.616,pop,0.473,"Flo Rida, David Guetta",76,Only One Flo (Part 1),6ebkx7Q5tTxrCxKq4GYj0Y,Club Can't Handle Me (feat. David Guetta),2010-11-24,0.0,0.0283
0.67,pop,0.648,"Pitbull, Chris Brown",77,Planet Pit (Deluxe Version),62zFEHfAYl5kdHYOivj4BC,International Love (feat. Chris Brown),2011-06-17,0.0,0.0124
0.749,pop,0.827,ABBA,76,Abba,2TxCwUlqaOH3TIyJqGgR91,Mamma Mia,1975,0.000443,0.295
0.731,pop,0.958,The Human League,76,Dare!,3L7RtEcu1Hw3OXrpnthngx,Don't You Want Me,1981,0.0,0.184
0.666,pop,0.702,Justin Timberlake,76,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",6JV2JOEocMgcZxYSZelKcc,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",2016-05-06,0.0,0.0123
0.802,pop,0.963,"Earth, Wind & Fire, The Emotions",76,I Am,6ztstiyZL6FXzh4aG46ZPD,Boogie Wonderland,1979-06,0.00765,0.0843
0.544,pop,0.51,"Calvin Harris, Alesso, Hurts",76,Motion,4J7CKHCF3mdL4diUsmW8lq,Under Control (feat. Hurts),2014-10-31,0.000914,0.129
0.737,pop,0.656,"Daddy Yankee, Snow",76,Con Calma,5w9c2J52mkdntKOmRLeM2m,Con Calma,2019-01-24,1.94e-06,0.11
0.722,pop,0.452,The Wanted,76,Battleground (Deluxe Edition),5yDL13y5giogKs2fSNf7sj,Glad You Came,2011-01-01,0.0,0.0319
0.723,pop,0.274,"Major Lazer, MØ, DJ Snake",76,Peace Is The Mission : Extended,2YWjW3wwQIBLNhxWKBQd16,Lean On (feat. MØ & DJ Snake),2015-11-27,0.00123,0.00346
0.706,pop,0.684,Flo Rida,76,Wild Ones,2LEF1A8DOZ9wRYikWgVlZ8,Good Feeling,2012-06-22,0.00286,0.0588
0.79,pop,0.72,Stromae,75,Cheese,2GYHyAoLWpkxLVa4oYTVko,Alors on danse - Radio Edit,2010-01-01,0.00202,0.0983
0.735,pop,0.6,"Rihanna, Calvin Harris",75,Talk That Talk,0U10zFw4GlBacOy9VDGfGL,We Found Love,2011-11-19,0.00141,0.025
0.572,pop,0.795,Van Halen,75,1984 (Remastered),7N3PAbqfTjSEU1edb2tY8j,Jump - 2015 Remaster,1984-01-04,0.000377,0.171
0.56,pop,0.682,"Owl City, Carly Rae Jepsen",75,The Midsummer Station,1kPpge9JDLpcj15qgrPbYX,Good Time,2012-08-17,6.98e-06,0.0239
0.706,pop,0.195,Iyaz,75,Replay,4E5P1XyAFtrjpiIxkydly4,Replay,2009-08-18,0.0,0.173
0.686,pop,0.29,"Ariana Grande, Zedd",75,My Everything (Deluxe),12KUFSHFgT0XCoiSlvdQi4,Break Free,2014-08-22,4.46e-05,0.00637
0.704,pop,0.636,"Gala, Molella, Phil Jay",75,Come Into My Life (The Album),3u5N55tHf7hXATSQrjBh2q,"Freed From Desire - prod. Molella, Phil Jay",1997-11-17,0.0615,0.587
0.572,pop,0.392,Irene Cara,75,What a Feelin',3cbV252akVZInSvJk7jAYX,Flashdance...What a Feeling - Radio Edit,1983-11-02,3.41e-06,0.00579
0.85,pop,0.724,"Nelly, City Spud",75,Country Grammar,3Gf5nttwcX9aaSQXRWidEZ,Ride Wit Me,2000-06-27,1.66e-06,0.0607
0.622,pop,0.892,Lou Bega,75,A Little Bit of Mambo,6x4tKaOzfNJpEJHySoiJcs,Mambo No. 5 (a Little Bit of...),1999-07-19,0.0,0.103
0.613,pop,0.476,Daft Punk,74,Discovery,0DiWol3AO6WpXZgp0goxAV,One More Time,2001-03-12,0.0,0.0194
0.869,pop,0.9,"Earth, Wind & Fire",75,Raise!,3koCCeSaVUyrRo3N2gHrd8,Let's Groove,1981-11-14,2.17e-05,0.121
